bay_code,SpCode,carapace_width_mm,sex,pri.key,sec_key,otter_density
NATZ,CRABRR,163,M,CRABRR.18,NATZ.18,0
NATZ,CRABRR,141,M,CRABRR.18,NATZ.18,0
NATZ,CRABRR,121,M,CRABRR.18,NATZ.18,0
NATZ,CRABRR,151,M,CRABRR.18,NATZ.18,0
NATZ,CRABRR,142,M,CRABRR.18,NATZ.18,0
NATZ,CRABRR,143,M,CRABRR.18,NATZ.18,0
NATZ,CRABRR,140,M,CRABRR.18,NATZ.18,0
NATZ,CRABRR,143,M,CRABRR.18,NATZ.18,0
NATZ,CRABRR,153,M,CRABRR.18,NATZ.18,0
NATZ,CRABRR,162,M,CRABRR.18,NATZ.18,0
NATZ,CRABRR,172,M,CRABRR.18,NATZ.18,0
NATZ,CRABRR,149,M,CRABRR.18,NATZ.18,0
NATZ,CRABRR,140,M,CRABRR.18,NATZ.18,0
NATZ,CRABRR,110,F,CRABRR.18,NATZ.18,0
BAKE,CRABRR,39,M,CRABRR.19,BAKE.19,3.989592368
BLAQ,CRABRR,57,M,CRABRR.19,BLAQ.19,1.066552901
BLAQ,CRABRR,107,M,CRABRR.19,BLAQ.19,1.066552901
FARA,CRABRR,89,M,CRABRR.19,FARA.19,0.066889632
FARA,CRABRR,91,M,CRABRR.19,FARA.19,0.066889632
FARA,CRABRR,99,M,CRABRR.19,FARA.19,0.066889632
FARA,CRABRR,100,M,CRABRR.19,FARA.19,0.066889632
FARA,CRABRR,100,M,CRABRR.19,FARA.19,0.066889632
FARA,CRABRR,101,M,CRABRR.19,FARA.19,0.066889632
FARA,CRABRR,102,F,CRABRR.19,FARA.19,0.066889632
FARA,CRABRR,109,M,CRABRR.19,FARA.19,0.066889632
FARA,CRABRR,109,F,CRABRR.19,FARA.19,0.066889632
FARA,CRABRR,111,M,CRABRR.19,FARA.19,0.066889632
FARA,CRABRR,117,M,CRABRR.19,FARA.19,0.066889632
FARA,CRABRR,121,M,CRABRR.19,FARA.19,0.066889632
KLWA,CRABRR,120,F,CRABRR.19,KLWA.19,0.225580871
KLWA,CRABRR,121,M,CRABRR.19,KLWA.19,0.225580871
KLWA,CRABRR,126,M,CRABRR.19,KLWA.19,0.225580871
KLWA,CRABRR,129,M,CRABRR.19,KLWA.19,0.225580871
KLWA,CRABRR,130,M,CRABRR.19,KLWA.19,0.225580871
KLWA,CRABRR,132,M,CRABRR.19,KLWA.19,0.225580871
KLWA,CRABRR,134,M,CRABRR.19,KLWA.19,0.225580871
KLWA,CRABRR,136,M,CRABRR.19,KLWA.19,0.225580871
KLWA,CRABRR,136,M,CRABRR.19,KLWA.19,0.225580871
KLWA,CRABRR,140,M,CRABRR.19,KLWA.19,0.225580871
KLWA,CRABRR,140,M,CRABRR.19,KLWA.19,0.225580871
KLWA,CRABRR,143,M,CRABRR.19,KLWA.19,0.225580871
KLWA,CRABRR,145,M,CRABRR.19,KLWA.19,0.225580871
KLWA,CRABRR,151,M,CRABRR.19,KLWA.19,0.225580871
NATZ,CRABRR,98,F,CRABRR.19,NATZ.19,0
NATZ,CRABRR,125,M,CRABRR.19,NATZ.19,0
NATZ,CRABRR,130,M,CRABRR.19,NATZ.19,0
NATZ,CRABRR,134,M,CRABRR.19,NATZ.19,0
NFEI,CRABRR,107,F,CRABRR.19,NFEI.19,0.750577367
NFEI,CRABRR,117,M,CRABRR.19,NFEI.19,0.750577367
NFEI,CRABRR,NA,NA,CRABRR.19,NFEI.19,0.750577367
NPAS,CRABRR,101,F,CRABRR.19,NPAS.19,0
NPAS,CRABRR,101,M,CRABRR.19,NPAS.19,0
NPAS,CRABRR,102,M,CRABRR.19,NPAS.19,0
NPAS,CRABRR,102,F,CRABRR.19,NPAS.19,0
NPAS,CRABRR,116,F,CRABRR.19,NPAS.19,0
NPAS,CRABRR,117,M,CRABRR.19,NPAS.19,0
NPAS,CRABRR,120,F,CRABRR.19,NPAS.19,0
NPAS,CRABRR,126,M,CRABRR.19,NPAS.19,0
NPAS,CRABRR,126,F,CRABRR.19,NPAS.19,0
NPAS,CRABRR,135,F,CRABRR.19,NPAS.19,0
NPAS,CRABRR,161,M,CRABRR.19,NPAS.19,0
SFEI,CRABRR,107,F,CRABRR.19,SFEI.19,1.159479251
SWAD,CRABRR,85,M,CRABRR.19,SWAD.19,0.157109191
SWAD,CRABRR,97,M,CRABRR.19,SWAD.19,0.157109191
SWAD,CRABRR,113,F,CRABRR.19,SWAD.19,0.157109191
SWAD,CRABRR,115,M,CRABRR.19,SWAD.19,0.157109191
SWAD,CRABRR,121,F,CRABRR.19,SWAD.19,0.157109191
SWAD,CRABRR,121,F,CRABRR.19,SWAD.19,0.157109191
SWAD,CRABRR,138,M,CRABRR.19,SWAD.19,0.157109191
SWAD,CRABRR,145,M,CRABRR.19,SWAD.19,0.157109191
SWAD,CRABRR,149,M,CRABRR.19,SWAD.19,0.157109191
